# Cities: name, latitude, longitude
Yerevan, Eskisehir, 930.2
Yerevan, Warangal, 3756.0
Yerevan, Zahedan, 1369.6
Yerevan, Essen, 2393.8
Yerevan, Dusseldorf, 2466.8
Yerevan, Glasgow, 3215.3
Yerevan, Meknes, 3810.8
Yerevan, Sargodha, 2053.5
Yerevan, Resht, 411.9
Yerevan, Helsinki, 1992.4
Yerevan, Malaga, 3525.0
Yerevan, Ife, 5144.1
Yerevan, at-Ta'if, 1710.0
Yerevan, Poznan, 2156.8
Yerevan, Bangui, 4479.4
Yerevan, Shiliguri, 3484.9
Yerevan, Kolhapur, 3280.2
Yerevan, Ulhasnagar, 2802.4
Yerevan, Rajpur, 3743.1
Yerevan, Bremen, 2529.1
Yerevan, Vilnius, 1705.0
Yerevan, Agadir, 4535.0
Yerevan, Ajmer, 2685.1
Yerevan, Orenburg, 1114.4
Yerevan, Neijiang, 4793.1
Yerevan, Guntur, 3552.2
Yerevan, Novokuznetsk, 3051.3
Yerevan, Durgapur, 3800.6
Yerevan, Sangli-Miraj, 3303.1
Yerevan, Dehra Dun, 2665.4
Yerevan, Nanded, 3229.3
Yerevan, Suez, 1081.0
Yerevan, Tyumen, 1928.9
Yerevan, Mwanza, 4582.2
Yerevan, Ta'izz, 2564.5
Yerevan, Naberezhnyye Chelny, 1354.1
Yerevan, Kerman, 1123.6
Yerevan, Garoua, 3839.6
Yerevan, Jamnagar, 2338.5
Yerevan, Jammu, 2216.5
Yerevan, Gulbarga, 3573.0
Yerevan, Hanover, 2303.2
Yerevan, Bahawalpur, 2306.5
Yerevan, Goteborg, 2609.5
Yerevan, Bhatpara, 4255.7
Yerevan, Ryazan, 1263.9
Yerevan, Lipetsk, 1167.9
Yerevan, Dresden, 2294.7
Yerevan, Saharanpur, 2547.0
Yerevan, Hamah, 654.2
Yerevan, Niyala, 3072.4
Yerevan, al-Hillah, 669.8
Yerevan, Leipzig, 2326.9
Yerevan, Kananga, 5542.2
Yerevan, Mykolayiv, 972.8
Yerevan, Tabuk, 1186.6
Yerevan, Nuremberg, 2480.6
Tripoli, Baku, 2616.1
Tripoli, Prague, 1374.2
Tripoli, Brazzaville, 3567.9
Tripoli, Monrovia, 3204.3
Tripoli, 'Amman, 1732.0
Tripoli, Tbilisi, 2512.1
Tripoli, Abuja, 2134.9
Tripoli, Sofia, 1145.1
Tripoli, Omsk, 4778.3
Tripoli, Samara, 3072.2
Tripoli, Belgrade, 1114.3
Tripoli, Kazan, 2890.5
Tripoli, Irbil, 2123.7
Tripoli, Kbenhavn, 1925.9
Tripoli, Maiduguri, 1670.3
Tripoli, Dublin, 2243.3
Tripoli, Rostov-na-Donu, 2031.9
Tripoli, Dnipropetrovs'k, 2021.7
Tripoli, Shubra-El-Khema, 1340.9
Tripoli, Srinagar, 5199.2
Tripoli, Brussels, 1653.9
Tripoli, al-Madinah, 2297.4
Tripoli, Chelyabinsk, 3569.7
Tripoli, Ilorin, 2511.7
Tripoli, Fez, 1407.4
Tripoli, Ufa, 3466.6
Tripoli, Ahvaz, 2744.3
Tripoli, Cologne, 1640.5
Tripoli, Qom, 3071.2
Tripoli, Odesa, 1720.2
Tripoli, Donetsk, 2294.5
Tripoli, Perm, 3388.1
Tripoli, Volgograd, 2570.8
Tripoli, Konya, 1355.7
Tripoli, Naples, 680.4
Tripoli, Birmingham, 1952.1
Tripoli, Kolwezi, 4166.4
Tripoli, Biskek, 4564.3
Tripoli, Niamey, 2038.9
Tripoli, Kigali, 3863.9
Tripoli, Asgabat, 3654.8
Tripoli, al-Hartum Bahri, 2048.7
Tripoli, Marrakesh, 1553.6
Tripoli, Mombasa, 4663.8
Tripoli, Turin, 1117.4
Tripoli, Abu Dhabi, 3783.9
Tripoli, Warri, 2569.8
Tripoli, Valencia (Spain), 1058.4
Tripoli, Oslo, 2586.3
Tripoli, ad-Dammam, 2921.2
Tripoli, Hims, 1651.8
Tripoli, Saratov, 2642.9
Tripoli, Kirkuk, 2191.4
Tripoli, Onitsha, 2270.8
Tripoli, Quetta, 4471.8
Tripoli, Voronezh, 2351.3
Tripoli, Freetown, 3424.1
Tripoli, Sharjah, 3720.5
Tripoli, Kermanshah, 2462.8
Tripoli, an-Najaf, 2487.2
Tripoli, Antalya, 1353.7
Tripoli, Zaporizhzhya, 2010.8
Tripoli, Marseille, 1100.2
Tripoli, Nouakchott, 2694.1
Tripoli, Akure, 2467.7
Tripoli, N'Djamena, 1836.2
Tripoli, Cracow, 1397.5
Tripoli, Athens, 795.4
Tripoli, Jerusalem, 1457.3
Tripoli, Amsterdam, 1740.9
Tripoli, Lodz, 1595.1
Tripoli, Abeokuta, 2710.7
Tripoli, Tunis, 365.8
Tripoli, L'viv, 1574.5
Tripoli, Cotonou, 2655.8
Tripoli, Tangier, 1300.8
Tripoli, Kayseri, 1557.5
Tripoli, Tolyatti, 3061.4
Tripoli, Riga, 2186.6
Tripoli, Kryvyy Rih, 1723.0
Tripoli, Libreville, 2908.8
Tripoli, as-Sulaymaniyah, 2458.7
Tripoli, Sevilla, 1492.7
Tripoli, Zagreb, 1178.0
Tripoli, Benghazi, 432.0
Tripoli, Dushanbe, 4704.2
Tripoli, Wahran, 963.4
Tripoli, Enugu, 2479.8
Tripoli, Zaria, 1804.4
Tripoli, Pointe Noire, 3663.3
Tripoli, Islamabad, 4678.4
Tripoli, Zaragoza, 1098.7
Tripoli, Frankfurt, 1372.7
Tripoli, Palermo, 398.9
Tripoli, 'Adan, 3584.0
Tripoli, Gazzah, 1468.1
Tripoli, Krasnodar, 2172.9
Tripoli, Wrocaw, 1667.0
Tripoli, Asmara, 2477.4
Tripoli, Mersin, 1448.8
Tripoli, Izhevsk, 3386.4
Tripoli, Ulyanovsk, 3189.0
Tripoli, Bouake, 2657.4
Tripoli, Oshogbo, 2184.6
Tripoli, Jos, 1995.5
Tripoli, al-'Ayn, 3619.9
Tripoli, Orumiyeh, 2529.7
Tripoli, Diyarbakr, 1838.0
Tripoli, Yaroslavl, 2709.2
Tripoli, Chisinau, 1582.0
Tripoli, Djibouti, 3398.2
Tripoli, Stuttgart, 1280.7
Tripoli, Rotterdam, 1920.7
Tripoli, Kisangani, 3406.8
Tripoli, Port Said, 1377.1
Tripoli, Genoa, 960.1
Tripoli, Dortmund, 1820.1
Tripoli, Eskisehir, 1422.3
Tripoli, Zahedan, 3797.1
Tripoli, Essen, 1736.0
Tripoli, Dusseldorf, 1809.2
Tripoli, Glasgow, 2360.3
Tripoli, Meknes, 1265.1
Tripoli, Sargodha, 5195.1
Tripoli, Resht, 2533.4
Tripoli, Helsinki, 2556.1
Tripoli, Malaga, 1218.5
Tripoli, Ife, 2211.8
Tripoli, at-Ta'if, 2491.7
Tripoli, Poznan, 1579.2
Tripoli, Bangui, 2644.2
Tripoli, Bremen, 1665.5
Tripoli, Vilnius, 1967.9
Tripoli, Agadir, 1568.6
Tripoli, Orenburg, 3517.6
Tripoli, Suez, 1437.0
Tripoli, Tyumen, 4083.2
Tripoli, Mwanza, 3673.3
Tripoli, Ta'izz, 3130.3
Tripoli, Naberezhnyye Chelny, 3239.0
Tripoli, Kerman, 3608.5
Tripoli, Garoua, 2146.9
Tripoli, Hanover, 1595.0
Tripoli, Bahawalpur, 4609.3
Tripoli, Goteborg, 2023.7
Tripoli, Ryazan, 2740.2
Tripoli, Lipetsk, 2640.4
Tripoli, Dresden, 1565.3
Tripoli, Hamah, 1688.0
Tripoli, Niyala, 1942.6
Tripoli, al-Hillah, 2556.1
Tripoli, Leipzig, 1531.6
Tripoli, Boma, 3569.1
Tripoli, Kananga, 4103.8
Tripoli, Mykolayiv, 1607.4
Tripoli, Tabuk, 1908.4
Tripoli, Nuremberg, 1528.6
Anshan, Varanasi, 3750.0
Anshan, Guiyang, 1844.7
Anshan, Wuxi, 773.0
Anshan, Subang Jaya, 4348.4
Anshan, Hiroshima, 754.9
Anshan, Amritsar, 3776.6
Anshan, Huainan, 873.0
Anshan, Aurangabad, 4239.7
Anshan, Omsk, 3526.2
Anshan, Navi Mumbai, 4848.9
Anshan, Allahabad, 3372.5
Anshan, Samara, 5266.7
Anshan, Sholapur, 4371.2
Anshan, Kazan, 4988.5
Anshan, Xianyang, 1033.4
Anshan, Baoding, 459.5
Anshan, Kunming, 1939.0
Anshan, Taizhong, 1398.2
Anshan, Datong, 650.4
Anshan, Jabalpur, 3708.9
Anshan, Visakhapatnam, 4153.6
Anshan, Srinagar, 3924.5
Anshan, Benxi, 51.0
Anshan, Chelyabinsk, 4222.9
Anshan, Haora, 3445.2
Anshan, Sendai, 1231.5
Anshan, Ranchi, 3580.6
Anshan, Songnam, 362.9
Anshan, Ufa, 4292.4
Anshan, Klang, 3957.0
Anshan, Chandigarh, 3620.7
Anshan, Koyampattur, 5045.5
Anshan, Jodhpur, 4615.5
Anshan, Kitakyushu, 767.0
Anshan, Huaibei, 698.3
Anshan, Perm, 4342.1
Anshan, Changzhou, 777.0
Anshan, Maisuru, 4700.1
Anshan, Guwahati, 2948.2
Anshan, Vijayawada, 4285.0
Anshan, Ulsan, 628.7
Anshan, Chiba, 1276.6
Anshan, Padang, 4418.5
Anshan, Gwalior, 3724.9
Anshan, Biskek, 3247.4
Anshan, Kathmandu, 2881.6
Anshan, Qiqihar, 463.8
Anshan, Ulaanbaatar, 1019.8
Anshan, Krasnoyarsk, 2080.3
Anshan, Madurai, 5482.4
Anshan, Asgabat, 5271.6
Anshan, Bandar Lampung, 5280.1
Anshan, Pingdingshan, 930.8
Anshan, Hubli, 5221.8
Anshan, Wenzhou, 1174.5
Anshan, Johor Bahru, 4316.0
Anshan, Jalandhar, 3560.5
Anshan, Taian, 556.5
Anshan, Mira Bhayandar, 4727.7
Anshan, Salem, 4663.7
Anshan, Bhubaneswar, 3687.1
Anshan, Hamamatsu, 1093.9
Anshan, Sakai, 999.6
Anshan, Quetta, 4960.8
Anshan, Aligarh, 3882.1
Anshan, Bogor, 4707.7
Anshan, Niigata, 1044.5
Anshan, Bareli, 3845.4
Anshan, Cebu, 2922.2
Anshan, Kota, 4115.0
Anshan, Shihung, 345.3
Anshan, Puchon, 345.8
Anshan, Tiruchchirappalli, 5187.3
Anshan, Qinhuangdao, 214.7
Anshan, Anyang (China), 688.0
Anshan, Bhiwandi, 4827.5
Anshan, Nanning, 1819.0
Anshan, Hohhot, 737.3
Anshan, Moradabad, 3809.2
Anshan, Zhangjiakou, 516.4
Anshan, Liuzhou, 1825.8
Anshan, Rajshahi, 3132.8
Anshan, Yantai, 320.9
Anshan, Tainan, 1429.0
Anshan, Xining, 1421.8
Anshan, Hegang, 723.8
Anshan, Malang, 5255.6
Anshan, Hengyang, 1533.0
Anshan, Puyang, 608.7
Anshan, Xinxiang, 817.7
Anshan, Raipur, 3860.6
Anshan, Pekan Baru, 4746.9
Anshan, Tolyatti, 4582.2
Anshan, Foshan, 1681.6
Anshan, Ningbo, 958.4
Anshan, Langfang, 383.4
Anshan, Ampang Jaya, 4071.9
Anshan, Liaoyang, 16.4
Anshan, Changzhi, 840.3
Anshan, Chonju, 522.0
Anshan, Zamboanga, 3358.3
Anshan, Gorakhpur, 3218.8
Anshan, Zhuzhou, 1371.5
Anshan, Huangshi, 1034.2
Anshan, Shaoguan, 1497.4
Anshan, Guilin, 1738.7
Anshan, Shizuoka, 1164.8
Anshan, Fuxin, 92.3
Anshan, Ipoh, 4329.8
Anshan, Dushanbe, 4222.1
Anshan, Zhanjiang, 2146.5
Anshan, Xingtai, 615.1
Anshan, Okayama, 952.4
Anshan, Yogyakarta, 5386.6
Anshan, Bhilai, 3944.0
Anshan, Zigong, 1500.8
Anshan, Mudanjiang, 527.6
Anshan, Shatian, 1664.0
Anshan, Kumamoto, 920.2
Anshan, Zhangdian, 497.4
Anshan, Xiangtan, 1225.9
Anshan, Dasmarinas, 2386.1
Anshan, Nantong, 730.4
Anshan, Shaoyang, 1584.7
Anshan, Islamabad, 3784.1
Anshan, Panjin, 48.0
Anshan, Ansan, 415.8
Anshan, Jamshedpur, 3151.0
Anshan, Dandong, 105.3
Anshan, Haikou, 2267.6
Anshan, Amravati, 4121.5
Anshan, Sagamihara, 1080.7
Anshan, Zhangzhou, 1619.2
Anshan, Kataka, 3447.1
Anshan, Kuching, 4138.5
Anshan, Zhenjiang, 713.2
Anshan, Izhevsk, 4344.5
Anshan, Yancheng, 690.9
Anshan, Yuanlong, 1749.6
Anshan, Ulyanovsk, 5296.7
Anshan, Hai Phong, 2339.7
Anshan, Anyang (South Korea), 365.1
Anshan, Dadiangas, 3362.4
Anshan, Chongju, 478.4
Anshan, Bikaner, 3948.8
Anshan, Taizhou, 712.0
Anshan, Antipolo, 2407.5
Anshan, Xiamen, 1507.2
Anshan, Yingkou, 48.9
Anshan, Kagoshima, 960.8
Anshan, Siping, 188.0
Anshan, Luancheng, 626.4
Anshan, Banjarmasin, 4163.6
Anshan, Khabarovsk, 976.5
Anshan, Jinzhou, 100.4
Anshan, Bengbu, 726.4
Anshan, Irkutsk, 1517.6
Anshan, Shihezi, 2688.0
Anshan, Bhavnagar, 4600.5
Anshan, Jiangmen, 1704.7
Anshan, Barnaul, 2590.3
Anshan, Vladivostok, 608.3
Anshan, Warangal, 4554.3
Anshan, Kaifeng, 733.5
Anshan, Funabashi, 1129.9
Anshan, Shah Alam, 4351.9
Anshan, Maoming, 2087.3
Anshan, Hachioji, 1077.9
Anshan, Hamhung, 317.1
Anshan, Sargodha, 4226.0
Anshan, Cangzhou, 456.3
Anshan, Tanggu, 352.3
Anshan, Changde, 1219.3
Anshan, Surakarta, 5461.7
Anshan, Xigong, 1828.5
Anshan, Shiliguri, 3105.8
Anshan, Jiamusi, 670.6
Anshan, Huaiyin, 733.6
Anshan, Kolhapur, 4917.6
Anshan, Ulhasnagar, 5129.5
Anshan, Rajpur, 2965.5
Anshan, Maanshan, 749.0
Anshan, Banqiao, 1303.7
Anshan, Kota Kinabalu, 3438.5
Anshan, Ajmer, 4168.7
Anshan, Orenburg, 4351.8
Anshan, Neijiang, 1690.2
Anshan, Guntur, 4699.3
Anshan, Novokuznetsk, 2258.7
Anshan, Yangzhou, 702.1
Anshan, Durgapur, 3160.9
Anshan, Shashi, 1203.4
Anshan, Petaling Jaya, 4511.9
Anshan, Sangli-Miraj, 4422.8
Anshan, Dehra Dun, 3682.3
Anshan, Jiaozuo, 770.6
Anshan, Zhuhai, 1932.1
Anshan, Nanded, 4299.0
Anshan, Tyumen, 3533.6
Anshan, Cagayan, 3157.9
Anshan, Uijongbu, 378.7
Anshan, Yueyang, 1254.9
Anshan, Naberezhnyye Chelny, 4414.1
Anshan, Matsuyama, 903.4
Anshan, Jamnagar, 4485.2
Anshan, Jammu, 3529.6
Anshan, Gulbarga, 4853.9
Anshan, Bahawalpur, 4192.4
Anshan, Zhunmen, 1744.5
Anshan, Bhatpara, 2931.9
Anshan, Calamba, 2536.5
Anshan, Changwon, 655.2
Anshan, Zunyi, 1638.8
Anshan, Saharanpur, 3560.8
Anshan, Higashiosaka, 1058.8
Anshan, Xuchang, 787.6
Anshan, Wuhu, 828.2
Varanasi, Guiyang, 1872.4
Varanasi, Baku, 3039.7
Varanasi, Wuxi, 3203.9
Varanasi, Subang Jaya, 2786.1
Varanasi, Hiroshima, 4418.4
Varanasi, Amritsar, 858.7
Varanasi, Huainan, 2732.3
Varanasi, 'Amman, 3867.7
Varanasi, Tbilisi, 3376.8
Varanasi, Aurangabad, 782.2
Varanasi, Omsk, 2823.2
Varanasi, Navi Mumbai, 917.6
Varanasi, Allahabad, 92.2
Varanasi, Samara, 3403.2
Varanasi, Sholapur, 864.1
Varanasi, Kazan, 4038.5
Varanasi, Irbil, 3255.1
Varanasi, Xianyang, 2076.4
Varanasi, Baoding, 2815.0
Varanasi, Kunming, 1568.7
Varanasi, Taizhong, 2933.0
Varanasi, Datong, 2895.3
Varanasi, Jabalpur, 295.6
Varanasi, Visakhapatnam, 623.8
Varanasi, Rostov-na-Donu, 4203.3
Varanasi, Dnipropetrovs'k, 4574.6
Varanasi, Shubra-El-Khema, 4206.8
Varanasi, Srinagar, 910.6
Varanasi, Benxi, 3730.3
Varanasi, al-Madinah, 3649.1
Varanasi, Chelyabinsk, 3439.3
Varanasi, Haora, 488.6
Varanasi, Sendai, 4827.0
Varanasi, Ranchi, 233.8
Varanasi, Songnam, 4087.4
Varanasi, Ufa, 3592.3
Varanasi, Klang, 2520.3
Varanasi, Chandigarh, 620.4
Varanasi, Ahvaz, 2855.0
Varanasi, Koyampattur, 1395.5
Varanasi, Qom, 2784.1
Varanasi, Odesa, 4675.5
Varanasi, Donetsk, 4297.2
Varanasi, Jodhpur, 747.4
Varanasi, Kitakyushu, 3915.3
Varanasi, Huaibei, 2777.1
Varanasi, Perm, 3728.6
Varanasi, Changzhou, 2861.2
Varanasi, Maisuru, 1198.5
Varanasi, Guwahati, 688.2
Varanasi, Volgograd, 3849.6
Varanasi, Konya, 4301.2
Varanasi, Vijayawada, 706.4
Varanasi, Ulsan, 4268.6
Varanasi, Chiba, 4932.8
Varanasi, Padang, 3017.8
Varanasi, Gwalior, 389.5
Varanasi, Biskek, 1694.3
Varanasi, Kathmandu, 246.2
Varanasi, Qiqihar, 4062.5
Varanasi, Ulaanbaatar, 2871.7
Varanasi, Krasnoyarsk, 2702.8
Varanasi, Madurai, 1465.9
Varanasi, Asgabat, 2216.2
Varanasi, al-Hartum Bahri, 4986.7
Varanasi, Bandar Lampung, 3653.9
Varanasi, Pingdingshan, 2479.4
Varanasi, Hubli, 932.6
Varanasi, Wenzhou, 3204.3
Varanasi, Johor Bahru, 3026.2
Varanasi, Abu Dhabi, 2190.8
Varanasi, Jalandhar, 748.0
Varanasi, Taian, 3043.8
Varanasi, ad-Dammam, 2600.5
Varanasi, Mira Bhayandar, 853.3
Varanasi, Salem, 1186.5
Varanasi, Hims, 3985.5
Varanasi, Bhubaneswar, 480.0
Varanasi, Hamamatsu, 4479.2
Varanasi, Saratov, 3713.4
Varanasi, Kirkuk, 3342.5
Varanasi, Sakai, 4827.1
Varanasi, Quetta, 1310.3
Varanasi, Aligarh, 402.2
Varanasi, Voronezh, 4032.4
Varanasi, Bogor, 4022.4
Varanasi, Niigata, 5314.0
Varanasi, Thiruvananthapuram, 1585.5
Varanasi, Bareli, 360.0
Varanasi, Cebu, 3810.1
Varanasi, Kota, 521.9
Varanasi, Shihung, 3959.2
Varanasi, Puchon, 3738.8
Varanasi, Tiruchchirappalli, 1387.6
Varanasi, Sharjah, 2311.6
Varanasi, Kermanshah, 2840.3
Varanasi, Qinhuangdao, 3075.8
Varanasi, Anyang (China), 2524.0
Varanasi, Bhiwandi, 905.0
Varanasi, an-Najaf, 3063.7
Varanasi, Nanning, 2187.5
Varanasi, Antalya, 4756.0
Varanasi, Zaporizhzhya, 3954.8
Varanasi, Hohhot, 2675.7
Varanasi, Moradabad, 390.7
Varanasi, Zhangjiakou, 3091.8
Varanasi, Liuzhou, 1957.6
Varanasi, Rajshahi, 396.0
Varanasi, Yantai, 3238.0
Varanasi, Tainan, 2976.9
Varanasi, Xining, 1660.1
Varanasi, Hegang, 4216.6
Varanasi, Malang, 4364.0
Varanasi, Hengyang, 2339.4
Varanasi, Puyang, 2549.1
Varanasi, Jerusalem, 4329.6
Varanasi, Xinxiang, 2784.9
Varanasi, Raipur, 367.0
Varanasi, Pekan Baru, 2637.6
Varanasi, Kayseri, 4217.8
Varanasi, Tolyatti, 3704.0
Varanasi, Foshan, 2672.8
Varanasi, Ningbo, 3292.8
Varanasi, Langfang, 3183.5
Varanasi, Ampang Jaya, 2605.8
Varanasi, Liaoyang, 3531.9
Varanasi, Changzhi, 2402.9
Varanasi, Kryvyy Rih, 4510.0
Varanasi, Chonju, 4054.6
Varanasi, as-Sulaymaniyah, 3344.2
Varanasi, Zamboanga, 4249.1
Varanasi, Gorakhpur, 113.1
Varanasi, Zhuzhou, 2537.0
Varanasi, Huangshi, 2609.6
Varanasi, Shaoguan, 2371.3
Varanasi, Guilin, 2359.4
Varanasi, Shizuoka, 4530.1
Varanasi, Fuxin, 3708.1
Varanasi, Ipoh, 2566.9
Varanasi, Dushanbe, 1493.0
Varanasi, Zhanjiang, 2120.3
Varanasi, Xingtai, 2667.1
Varanasi, Okayama, 4121.4
Varanasi, Yogyakarta, 4285.8
Varanasi, Bhilai, 372.7
Varanasi, Zigong, 1659.2
Varanasi, Mudanjiang, 4243.2
Varanasi, Colombo, 1490.7
Varanasi, Shatian, 2431.8
Varanasi, Kumamoto, 3760.5
Varanasi, Zhangdian, 2707.5
Varanasi, Xiangtan, 2527.9
Varanasi, Dasmarinas, 3862.7
Varanasi, Nantong, 3318.6
Varanasi, Shaoyang, 2164.4
Varanasi, Islamabad, 1085.6
Varanasi, Panjin, 3123.2
Varanasi, Ansan, 3989.4
Varanasi, Jamshedpur, 330.5
Varanasi, Dandong, 3351.8
Varanasi, Haikou, 2238.5
Varanasi, 'Adan, 3427.9
Varanasi, Amravati, 547.6
Varanasi, Sagamihara, 5344.2
Varanasi, Zhangzhou, 3134.3
Varanasi, Gazzah, 4386.1
Varanasi, Kataka, 442.1
Varanasi, Krasnodar, 3670.4
Varanasi, Kuching, 3621.7
Varanasi, Asmara, 4348.9
Varanasi, Zhenjiang, 3133.2
Varanasi, Mersin, 3839.4
Varanasi, Izhevsk, 3358.1
Varanasi, Yancheng, 3091.7
Varanasi, Yuanlong, 2384.8
Varanasi, Ulyanovsk, 3457.1
Varanasi, Hai Phong, 1862.6
Varanasi, Anyang (South Korea), 4066.2
Varanasi, Dadiangas, 4278.0
Varanasi, Chongju, 4092.0
Varanasi, al-'Ayn, 2295.3
Varanasi, Bikaner, 789.2
Varanasi, Taizhou, 3278.5
Varanasi, Antipolo, 3775.0
Varanasi, Xiamen, 2812.7
Varanasi, Yingkou, 3321.3
Varanasi, Kagoshima, 3773.6
Varanasi, Siping, 3525.9
Varanasi, Orumiyeh, 3353.3
Varanasi, Luancheng, 2496.7
Varanasi, Diyarbakr, 3844.0
Varanasi, Yaroslavl, 4500.0
Varanasi, Banjarmasin, 4028.7
Varanasi, Chisinau, 5092.0
Varanasi, Djibouti, 3787.8
Varanasi, Khabarovsk, 4424.3
Varanasi, Jinzhou, 3121.2
Varanasi, Bengbu, 2668.4
Varanasi, Irkutsk, 2837.7
Varanasi, Shihezi, 1785.3
Varanasi, Bhavnagar, 895.1
Varanasi, Port Said, 4104.9
Varanasi, Jiangmen, 2478.6
Varanasi, Barnaul, 2686.1
Varanasi, Vladivostok, 3973.5
Varanasi, Eskisehir, 4403.1
Varanasi, Warangal, 691.4
Varanasi, Zahedan, 1883.2
Varanasi, Kaifeng, 2656.0
Varanasi, Funabashi, 5079.1
Varanasi, Shah Alam, 2847.7
Varanasi, Maoming, 2245.2
Varanasi, Hachioji, 5188.7
Varanasi, Hamhung, 3564.9
Varanasi, Sargodha, 861.0
Varanasi, Resht, 2777.1
Varanasi, Cangzhou, 2700.0
Varanasi, Tanggu, 3139.6
Varanasi, Changde, 2257.4
Varanasi, at-Ta'if, 3945.8
Varanasi, Surakarta, 4137.8
Varanasi, Xigong, 2577.4
Varanasi, Shiliguri, 423.0
Varanasi, Jiamusi, 4028.8
Varanasi, Huaiyin, 2802.9
Varanasi, Kolhapur, 993.2
Varanasi, Ulhasnagar, 881.0
Varanasi, Rajpur, 450.1
Varanasi, Maanshan, 2798.3
Varanasi, Banqiao, 3027.7
Varanasi, Kota Kinabalu, 3248.7
Varanasi, Ajmer, 611.6
Varanasi, Orenburg, 3267.5
Varanasi, Neijiang, 1700.7
Varanasi, Guntur, 712.9
Varanasi, Novokuznetsk, 2848.7
Varanasi, Yangzhou, 3166.0
Varanasi, Durgapur, 314.8
Varanasi, Shashi, 2564.0
Varanasi, Petaling Jaya, 2507.3
Varanasi, Sangli-Miraj, 1046.9
Varanasi, Dehra Dun, 539.4
Varanasi, Jiaozuo, 2712.2
Varanasi, Zhuhai, 2384.1
Varanasi, Nanded, 657.8
Varanasi, Suez, 4471.2
Varanasi, Tyumen, 3252.7
Varanasi, Cagayan, 4600.3
Varanasi, Uijongbu, 3814.0
Varanasi, Yueyang, 2410.3
Varanasi, Ta'izz, 3406.5
Varanasi, Naberezhnyye Chelny, 3816.5
Varanasi, Kerman, 1937.2
Varanasi, Matsuyama, 4521.5
Varanasi, Jamnagar, 1073.6
Varanasi, Jammu, 908.3
Varanasi, Gulbarga, 745.6
Varanasi, Bahawalpur, 832.2
Varanasi, Zhunmen, 2526.3
Varanasi, Bhatpara, 447.9
Varanasi, Ryazan, 4304.1
Varanasi, Calamba, 3301.1
Varanasi, Changwon, 4124.8
Varanasi, Zunyi, 1769.6
Varanasi, Lipetsk, 4250.9
Varanasi, Saharanpur, 536.6
Varanasi, Hamah, 3910.0
Varanasi, Higashiosaka, 4950.6
Varanasi, al-Hillah, 3292.4
Varanasi, Xuchang, 2352.5
Varanasi, Wuhu, 2938.5
Varanasi, Mykolayiv, 4529.1
Varanasi, Tabuk, 3839.2
Guiyang, Baku, 4726.4
Guiyang, Wuxi, 1039.7
Guiyang, Subang Jaya, 2295.6
Guiyang, Hiroshima, 1974.6
Guiyang, Amritsar, 2351.9
Guiyang, Huainan, 961.6
Guiyang, Aurangabad, 2700.2
Guiyang, Omsk, 3543.8
Guiyang, Navi Mumbai, 3085.2
Guiyang, Allahabad, 1961.5
Guiyang, Samara, 4723.7
Guiyang, Sholapur, 2543.8
Guiyang, Kazan, 5462.1
Guiyang, Xianyang, 633.7
Guiyang, Baoding, 1254.0
Guiyang, Kunming, 288.1
Guiyang, Taizhong, 1066.6
Guiyang, Datong, 1207.8
Guiyang, Jabalpur, 2044.1
Guiyang, Visakhapatnam, 2251.4
Guiyang, Srinagar, 2542.6
Guiyang, Benxi, 1812.6
Guiyang, Chelyabinsk, 4214.3
Guiyang, Haora, 1617.3
Guiyang, Sendai, 2753.2
Guiyang, Ranchi, 1648.7
Guiyang, Songnam, 1864.3
Guiyang, Ufa, 4364.3
Guiyang, Klang, 2175.5
Guiyang, Chandigarh, 2492.3
Guiyang, Ahvaz, 4702.9
Guiyang, Koyampattur, 2788.1
Guiyang, Qom, 4579.0
Guiyang, Jodhpur, 2521.8
Guiyang, Kitakyushu, 1925.6
Guiyang, Huaibei, 1002.4
Guiyang, Perm, 4541.5
Guiyang, Changzhou, 998.3
Guiyang, Maisuru, 2702.4
Guiyang, Guwahati, 1126.3
Guiyang, Vijayawada, 2185.8
Guiyang, Ulsan, 1890.2
Guiyang, Chiba, 2757.4
Guiyang, Padang, 2352.9
Guiyang, Gwalior, 2324.9
Guiyang, Biskek, 3057.6
Guiyang, Kathmandu, 1513.5
Guiyang, Qiqihar, 2079.1
Guiyang, Ulaanbaatar, 1838.8
Guiyang, Krasnoyarsk, 3142.8
Guiyang, Madurai, 2915.4
Guiyang, Asgabat, 3923.0
Guiyang, Bandar Lampung, 3254.2
Guiyang, Pingdingshan, 795.3
Guiyang, Hubli, 3172.8
Guiyang, Wenzhou, 1121.3
Guiyang, Johor Bahru, 2202.2
Guiyang, Abu Dhabi, 5034.7
Guiyang, Jalandhar, 2348.1
Guiyang, Taian, 1193.5
Guiyang, ad-Dammam, 5060.2
Guiyang, Mira Bhayandar, 3043.1
Guiyang, Salem, 2947.2
Guiyang, Bhubaneswar, 1926.0
Guiyang, Hamamatsu, 2658.6
Guiyang, Sakai, 2332.3
Guiyang, Quetta, 3432.0
Guiyang, Aligarh, 2152.7
Guiyang, Bogor, 3343.1
Guiyang, Niigata, 2572.5
Guiyang, Thiruvananthapuram, 3426.6
Guiyang, Bareli, 2033.0
Guiyang, Cebu, 1934.3
Guiyang, Kota, 2567.5
Guiyang, Shihung, 1858.7
Guiyang, Puchon, 1633.9
